,DEC,DISCOVERYNAME,DISCOVERYREFNAME,DISTARCSEC,GAIAGEST,GUNNG,GUNNGERR,GUNNI,GUNNIERR,GUNNR,GUNNRERR,GUNNY,GUNNYERR,GUNNZ,GUNNZERR,LIT_PARALLAX,LIT_PARALLAXREFNAME,LIT_PARALLAX_ERROR,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,PARALLAX,PARALLAX_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PMDEC,PMDEC_ERROR,PMRA,PMRA_ERROR,RA,SHORTNAME,SOURCE_ID,SPTNIRNAME,SPTNIRREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTPHONAME,SPTPHOREFNAME,TMASSH,TMASSHERR,TMASSJ,TMASSJERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,source_id
306,1.1985093629999999,  2MASS 10484281+0111580 ,2002AJ....123.3409H,0.19,18.143,-99999.0,-99999.0,17.274,0.003,19.72,0.01,14.853,0.002,-99999.0,-99999.0,71.9,2016ApJS..225...10F,7.4,       ...,                ...,66.46,0.21,59.5,6.3,20.915,0.115,1564.1,3.1,17.703,0.002,2943.4,25.6,16.09,0.009000000000000001,-231.47,0.29,-440.01,0.37,162.176500383, J1048+0111 ,3808159454810609280,       L4 ,2004A&A...416L..17K,       L1 ,2002AJ....123.3409H,      ... ,               ... ,12.14,0.022000000000000002,12.924000000000001,0.023,11.623,0.024,11.274000000000001,0.023,11.037,0.021,10.582,0.111,387.0
309,56.217716163999995,  2MASS 10511900+5613086 ,2008AJ....136.1290R,0.16,18.128,-99999.0,-99999.0,17.629,0.002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,64.0,0.19,51.2,5.7,21.078000000000003,0.12,1107.7,2.4,18.077,0.002,2077.6,14.3,16.468,0.006999999999999999,-315.83,0.3,-227.09,0.28,162.82737760700002, J1051+5613 ,851053031037729408,       L1 ,2014ApJ...794..143B,       L2 ,2008AJ....136.1290R,      ... ,               ... ,12.423,0.032,13.244000000000002,0.026000000000000002,11.905,0.024,11.525,0.023,11.267000000000001,0.022000000000000002,10.782,0.095,127.0
313,-15.804658957000001,    DENIS-P J1058.7-1548 ,1997A&A...327L..25D,0.08,19.205,-99999.0,-99999.0,18.83,0.013000000000000001,20.982,0.062,16.3,0.006999999999999999,17.34,0.005,55.88,2016AJ....152...24W,0.56,      MG; ,2015ApJ...798...73G,54.65,0.52,21.5,7.5,22.022,0.37799999999999995,375.6,1.6,19.252,0.005,741.2,10.4,17.587,0.015,31.1,0.73,-258.07,0.81,164.6981622, J1058-1548 ,3562717226488303360,       L3 ,2004AJ....127.3553K,       L3 ,1999ApJ...519..802K,      ... ,               ... ,13.225999999999999,0.025,14.155,0.035,12.532,0.028999999999999998,12.081,0.024,11.784,0.022000000000000002,11.694,0.266,524.0
314,-21.219757897,  2MASSI J1059513-211308 ,2003AJ....126.2421C,0.52,19.685,-99999.0,-99999.0,19.078,0.009000000000000001,21.535999999999998,0.051,16.546,0.008,17.567,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,31.44,0.75,29.4,5.2,21.682,0.191,296.1,1.3,19.51,0.005,607.7,8.5,17.803,0.015,-164.15,1.0,84.99,1.22,164.964673642, J1059-2113 ,3549886711771965184,      L3: ,2014ApJ...794..143B,       L1 ,2003AJ....126.2421C,      ... ,               ... ,13.754000000000001,0.035,14.556,0.038,13.21,0.032,12.957,0.024,12.628,0.026000000000000002,12.017000000000001,0.305,268.0
315,49.962409303,  2MASS 11000965+4957470 ,2008AJ....136.1290R,0.1,20.275,-99999.0,-99999.0,20.019000000000002,0.013999999999999999,22.148000000000003,0.126,17.461,0.006999999999999999,18.486,0.01,-99999.0,               ... ,-99999.0,       ...,                ...,37.55,1.52,17.6,9.9,22.236,0.608,125.6,1.2,20.441,0.01,262.6,9.8,18.714000000000002,0.04,-136.02,1.84,-147.44,1.22,165.039186871, J1100+4957 ,833043374172123520,      ... ,               ... ,     L3.5 ,2008AJ....136.1290R,      ... ,               ... ,14.192,0.040999999999999995,15.282,0.043,13.474,0.033,12.97,0.024,12.622,0.023,12.245999999999999,0.408,445.0
317,19.989888092,  2MASSI J1104012+195921 ,2003AJ....126.2421C,0.09,19.619,-99999.0,-99999.0,19.327,0.011000000000000001,21.393,0.057999999999999996,16.582,0.004,17.618,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,55.92,0.44,24.9,5.6,21.861,0.24600000000000002,270.6,1.4,19.608,0.006,536.0,10.0,17.939,0.02,121.95,0.68,54.95,1.03,166.005575379, J1104+1959 ,3985153334796556928,      ... ,               ... ,       L4 ,2003AJ....126.2421C,      ... ,               ... ,13.475999999999999,0.034,14.38,0.026000000000000002,12.95,0.028999999999999998,12.345,0.023,12.084000000000001,0.023,11.770999999999999,0.262,266.0
318,68.50378916,  2MASSW J1108307+683017 ,2000AJ....120.1085G,0.11,17.956,-99999.0,-99999.0,17.757,0.004,20.102999999999998,0.03,15.220999999999998,0.002,16.241,0.003,-99999.0,               ... ,-99999.0,       ...,                ...,61.35,0.2,44.2,8.3,21.237,0.203,1040.1,2.0,18.146,0.002,1980.2,17.8,16.52,0.01,-198.08,0.37,-237.64,0.31,167.125436641, J1108+6830 ,1060313492785021312,      ... ,               ... ,       L1 ,2000AJ....120.1085G,      ... ,               ... ,12.235,0.021,13.123,0.024,11.583,0.019,11.115,0.023,10.761,0.02,10.168,0.049,135.0
323,-35.211276552,  2MASS 11220826-3512363 ,2005AJ....130.2326T,0.21,21.764,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,74.86,1.55,32.4,4.9,21.575,0.163,76.5,0.8,20.98,0.011000000000000001,205.4,8.4,18.98,0.044000000000000004,-259.37,1.98,-142.83,2.97,170.53363791299998, J1122-3512 ,5399148382157293696,       T2 ,2006ApJ...639.1095B,      ... ,               ... ,      ... ,               ... ,14.357999999999999,0.05,15.019,0.039,14.383,0.066,13.944,0.026000000000000002,12.82,0.026000000000000002,11.787,0.278,1403.0
340,-34.010791461,  2MASS 11544223-3400390 ,2003AJ....126.1526B,0.05,18.923,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,      MG; ,2015ApJS..219...33G,26.06,0.34,-99999.0,-99999.0,-99999.0,-99999.0,412.4,1.2,19.15,0.003,-99999.0,-99999.0,-99999.0,-99999.0,10.95,0.36,-167.72,0.49,178.675054127, J1154-3400 ,3466649768834035712,     L0.5 ,2014ApJ...794..143B,       L0 ,2008ApJ...689.1295K,      ... ,               ... ,13.331,0.027999999999999997,14.195,0.033,12.850999999999999,0.033,12.36,0.022000000000000002,12.048,0.022000000000000002,11.557,0.154,528.0
350,32.216395943,  2MASSI J1204303+321259 ,2003AJ....126.2421C,0.08,18.642,22.76,0.15,18.204,0.009000000000000001,20.479,0.02,15.77,0.005,16.719,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,41.2,0.29,57.8,31.2,20.945999999999998,0.585,670.2,1.8,18.623,0.003,1275.5,15.5,16.998,0.013000000000000001,-31.8,0.52,74.34,0.59,181.126872726, J1204+3212 ,4026880286402654720,       M9 ,2003IAUS..211..197W,       L0 ,2003AJ....126.2421C,      ... ,               ... ,13.091,0.038,13.818,0.035,12.515,0.027999999999999997,12.213,0.023,11.981,0.023,11.524000000000001,0.207,159.0
354,-39.151243689,  2MASS 12073804-3909050 ,2008AJ....136.1290R,0.04,19.499000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,24.25,0.54,31.3,5.0,21.611,0.17300000000000001,263.1,0.9,19.637999999999998,0.004,496.2,4.5,18.023,0.01,33.3,0.39,-141.98,0.69,181.907748222, J1207-3909 ,3459487137773152128,       L1 ,2014ApJ...794..143B,      L2: ,2008AJ....136.1290R,      ... ,               ... ,13.817,0.027000000000000003,14.689,0.04,13.244000000000002,0.038,12.852,0.024,12.552,0.024,12.339,0.293,1164.0
355,-39.001351123,  2MASS 12074836-3900043 ,2014ApJ...785L..14G,0.17,20.25,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,      MG; ,2014ApJ...785L..14G,14.92,0.9,16.2,4.3,22.326999999999998,0.29,107.1,0.8,20.614,0.008,214.1,8.3,18.935,0.042,-23.9,0.82,-61.49,1.37,181.95111962, J1207-3900 ,3459492631038236416,  L1Int-G ,2014ApJ...785L..14G,       L0 ,2014ApJ...785L..14G,      ... ,               ... ,14.607999999999999,0.049,15.494000000000002,0.057999999999999996,14.04,0.06,13.64,0.024,13.204,0.027000000000000003,12.899000000000001,0.506,1928.0
361,2.10728924,ULAS J121233.92+020627.0 ,2016A&A...589A..49S,0.06,20.71,-99999.0,-99999.0,20.180999999999997,0.015,22.26,0.064,17.923,0.01,18.822,0.009000000000000001,-99999.0,           -99999. ,-99999.0,       ...,                ...,18.06,1.75,23.1,2.3,21.943,0.10800000000000001,93.6,0.9,20.76,0.011000000000000001,180.3,7.6,19.122,0.046,-115.49,1.62,43.96,3.12,183.14138013599998, J1212+0206 ,3699683699198329600,      ... ,               ... ,      ... ,               ... ,       L2 ,2016A&A...589A..49S,15.002,0.077,16.128,0.128,14.192,0.085,14.048,0.027999999999999997,13.869000000000002,0.039,12.258,-99999.0,316.0
362,-4.545631828,  2MASSI J1213033-043243 ,2003AJ....126.2421C,0.13,19.706,-99999.0,-99999.0,19.597,0.016,21.375999999999998,0.009000000000000001,16.844,0.005,17.887999999999998,0.008,-99999.0,               ... ,-99999.0,       ...,                ...,59.48,1.02,58.4,11.4,20.936,0.212,209.7,1.1,19.884,0.006,448.7,7.9,18.132,0.019,-34.6,1.43,-368.11,2.22,183.262338112, J1213-0432 ,3597096309389074816,       L4 ,2014ApJ...794..143B,       L5 ,2003AJ....126.2421C,      ... ,               ... ,13.648,0.025,14.683,0.036000000000000004,13.014000000000001,0.03,12.376,0.024,12.075999999999999,0.024,11.052,0.21600000000000003,179.0
368,2.9553047980000002,  2MASS 12212770+0257198 ,2008AJ....136.1290R,0.06,18.006,21.826,0.064,17.437,0.006,19.840999999999998,0.016,14.993,0.006999999999999999,15.964,0.004,-99999.0,               ... ,-99999.0,       ...,                ...,53.95,0.25,59.1,9.6,20.923000000000002,0.17600000000000002,1353.7,3.3,17.86,0.003,2593.1,28.5,16.227,0.012,-43.5,0.28,-145.35,0.54,185.36484466299999, J1221+0257 ,3701479918946381184,      ... ,               ... ,       L0 ,2008AJ....136.1290R,       L0 ,2016A&A...589A..49S,12.41,0.025,13.169,0.023,11.953,0.026000000000000002,11.645999999999999,0.022000000000000002,11.367,0.022000000000000002,10.829,0.145,488.0
374,49.98972739,  2MASS 12312141+4959234 ,2007AJ....133..439C,0.18,19.512,22.263,-99999.0,19.189,0.013999999999999999,19.895,-99999.0,16.688,0.013999999999999999,17.118,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,27.41,0.78,55.8,8.3,20.985,0.161,244.1,1.3,19.719,0.006,547.2,8.3,17.917,0.016,-15.51,0.94,-51.44,0.85,187.838902525, J1231+4959 ,1544612832556363136,     L3.5 ,2014ApJ...794..143B,       L2 ,2007AJ....133..439C,      ... ,               ... ,13.709000000000001,0.028999999999999998,14.617,0.035,13.135,0.027999999999999997,12.602,0.023,12.290999999999999,0.024,11.947000000000001,0.24100000000000002,801.0
386,-1.379356596,SDSSp J125453.90-012247.4,2000ApJ...536L..35L,0.14,21.163,-99999.0,-99999.0,21.768,0.17600000000000002,-99999.0,-99999.0,17.146,0.012,18.703,0.063,84.9,2002AJ....124.1170D,1.9,       ...,                ...,74.18,2.31,32.3,8.2,21.579,0.275,83.6,1.1,20.883000000000003,0.015,222.7,17.1,18.893,0.083,110.69,3.21,-491.55,4.39,193.722483224, J1254-0122 ,3688766613886655744,       T2 ,2006ApJ...639.1095B,       T2 ,2003AJ....126.2487B,      T2p ,2016A&A...589A..49S,14.09,0.025,14.890999999999998,0.035,13.837,0.054000000000000006,13.314,0.025,12.405999999999999,0.024,10.972000000000001,0.13699999999999998,439.0
387,-2.415809346,  2MASS 12563716-0224522 ,2009ApJ...694L.140S,0.28,21.122,-99999.0,-99999.0,19.451,0.017,21.844,0.161,17.51,0.01,18.095,0.021,11.1,2009A&A...493L..27S,2.88,       ...,                ...,12.55,0.72,31.8,6.6,21.595,0.22399999999999998,179.5,1.1,20.053,0.006,349.8,8.2,18.402,0.025,-300.64,0.83,-511.25,1.33,194.152539193, J1256-0224 ,3685444645661181696,      ... ,               ... ,  L3.5 sd ,2009AJ....138.1563B,      ... ,               ... ,15.792,0.14800000000000002,16.099,0.105,15.439,-99999.0,15.21,0.036000000000000004,15.005,0.08,12.405999999999999,-99999.0,1357.0
390,1.771047761,  2MASS 12565688+0146163 ,2008AJ....136.1290R,0.06,19.279,-99999.0,-99999.0,19.016,0.006,21.175,0.057999999999999996,16.613,0.005,17.563,0.008,-99999.0,               ... ,-99999.0,       ...,                ...,28.55,0.74,43.4,7.3,21.258000000000003,0.184,288.3,1.0,19.539,0.004,582.0,7.2,17.85,0.013999999999999999,-39.11,1.06,-209.39,1.31,194.236143209, J1256+0146 ,3690613995284498688,     L1.5 ,2014ApJ...794..143B,      L2: ,2008AJ....136.1290R,     L3.5 ,2016A&A...589A..49S,13.515999999999998,0.031,14.48,0.03,12.790999999999999,0.03,12.341,0.024,12.043,0.023,11.445,0.18,238.0
394,-15.173255673,  2MASS 13015465-1510223 ,2008AJ....136.1290R,0.15,19.285999999999998,21.76,0.16399999999999998,18.892,0.006,21.245,0.066,16.482,0.006999999999999999,17.449,0.005,-99999.0,               ... ,-99999.0,       ...,                ...,32.27,0.54,22.8,6.7,21.956999999999997,0.318,335.9,1.3,19.373,0.004,642.6,13.3,17.742,0.023,-85.56,0.58,-107.94,0.89,195.477294221, J1301-1510 ,3524663541367962624,     L0.5 ,2014ApJ...794..143B,       L1 ,2008AJ....136.1290R,      ... ,               ... ,13.665,0.027000000000000003,14.538,0.037000000000000005,13.097999999999999,0.03,12.788,0.024,12.559000000000001,0.025,11.914000000000001,0.259,16.0
398,20.777978695999998,                 GJ 499C ,2003AJ....126.2421C,0.03,20.302,24.458000000000002,-99999.0,20.11,0.017,21.482,-99999.0,17.277,0.006999999999999999,18.34,0.006,53.18,2007A&A...474..653V,1.73,       ...,                ...,50.43,0.84,35.8,9.2,21.467,0.27899999999999997,132.8,0.8,20.38,0.006999999999999999,281.3,5.2,18.639,0.02,81.44,1.08,-52.2,1.82,196.420862997, J1305+2046 ,3943239882828182784,       L5 ,2013MNRAS.431.2745G,      L4: ,2003AJ....126.2421C,      ... ,               ... ,14.04,0.042,15.200999999999999,0.053,13.368,0.039,12.595,0.024,12.18,0.023,11.401,0.179,799.0
403,36.490282625999996,WISEPC J131141.91+362925.,2009A&A...497..619Z,0.16,20.788,-99999.0,-99999.0,20.559,0.013999999999999999,-99999.0,-99999.0,17.645,0.01,18.755,0.012,-99999.0,               ... ,-99999.0,       ...,                ...,30.55,1.6,25.9,8.8,21.816999999999997,0.37,89.2,1.0,20.813000000000002,0.012,196.4,12.9,19.029,0.071,72.94,2.45,-354.75,2.08,197.924003899, J1311+3629 ,1474322432877236480,L5 p(blue),2011ApJS..197...19K,       L6 ,2009A&A...497..619Z,      ... ,               ... ,14.752,0.055999999999999994,15.545,0.051,14.14,0.048,13.529000000000002,0.025,13.120999999999999,0.027999999999999997,12.091,-99999.0,1765.0
409,4.152157248,  2MASS 13204427+0409045 ,2008AJ....136.1290R,0.25,20.172,-99999.0,-99999.0,19.705,0.013999999999999999,22.06,0.14300000000000002,17.365,0.012,18.39,0.02,32.3,2007A&A...474..653V,0.86,       ...,                ...,32.27,0.71,21.8,6.5,22.003,0.32299999999999995,144.5,1.2,20.289,0.009000000000000001,295.0,7.4,18.587,0.027000000000000003,204.71,1.08,-505.62,1.48,200.18234542099998, J1320+0409 ,3715937882671184128,     L2.5 ,2014ApJ...794..143B,     L3:: ,2008AJ....136.1290R,     L3.5 ,2016A&A...589A..49S,14.302,0.028999999999999998,15.245999999999999,0.046,13.620999999999999,0.046,13.179,0.024,12.933,0.026000000000000002,12.095,-99999.0,641.0
414,34.132050421,  2MASS 13313310+3407583 ,2008AJ....136.1290R,0.17,19.081,-99999.0,-99999.0,18.575,0.013000000000000001,20.78,0.027999999999999997,16.178,0.009000000000000001,17.131,0.008,35.57,2016ApJ...833...96L,1.55,       ...,                ...,35.0,0.4,48.9,7.0,21.127,0.154,466.8,1.0,19.015,0.002,907.8,10.6,17.367,0.013000000000000001,-182.9,0.33,-366.62,0.45,202.886041919, J1331+3407 ,1470080890679613696,L1 p(red) ,2010ApJS..190..100K,       L0 ,2008AJ....136.1290R,       L1 ,2016A&A...589A..49S,13.401,0.031,14.333,0.027000000000000003,12.885,0.022000000000000002,12.577,0.023,12.341,0.022000000000000002,11.754000000000001,0.23399999999999999,383.0
420,37.722725139,  2MASS 13364062+3743230 ,2007AJ....133..439C,0.09,19.29,-99999.0,-99999.0,18.723,0.009000000000000001,21.111,0.052000000000000005,16.264,0.004,17.236,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,32.2,0.33,52.6,8.0,21.05,0.166,400.3,1.0,19.182000000000002,0.003,811.8,13.6,17.488,0.018000000000000002,-73.36,0.41,-213.32,0.46,204.167982192, J1336+3743 ,1475531925732254080,     L0.5 ,2014ApJ...794..143B,       L1 ,2007AJ....133..439C,      ... ,               ... ,13.63,0.027999999999999997,14.412,0.028999999999999998,13.099,0.024,12.779000000000002,0.024,12.540999999999999,0.024,12.453,0.406,664.0
421,49.643790686,  2MASS 13373116+4938367 ,2007AJ....133..439C,0.06,18.558,22.377,0.446,17.951,0.003,20.636999999999997,0.027000000000000003,15.538,0.008,16.492,0.005,-99999.0,               ... ,-99999.0,       ...,                ...,35.53,0.29,55.2,5.8,20.997,0.113,802.8,1.6,18.427,0.002,1578.8,10.6,16.766,0.006999999999999999,62.91,0.37,47.8,0.3,204.38017246099997, J1337+4938 ,1558581651047392512,       M9 ,2014ApJ...794..143B,       L0 ,2007AJ....133..439C,      ... ,               ... ,13.035,0.027999999999999997,13.765,0.027999999999999997,12.575999999999999,0.03,12.249,0.023,11.946,0.022000000000000002,11.575999999999999,0.15,663.0
423,4.62443397,  2MASS 13384944+0437315 ,2008AJ....136.1290R,0.13,18.924,-99999.0,-99999.0,18.523,0.006999999999999999,20.734,0.027999999999999997,16.132,0.004,17.086,0.004,-99999.0,               ... ,-99999.0,       ...,                ...,27.43,0.53,35.6,5.8,21.473000000000003,0.17600000000000002,474.5,2.6,18.998,0.006,908.7,21.4,17.366,0.025,-234.74,0.79,101.55,0.82,204.70645135200002, J1338+0437 ,3714514010818281728,       L0 ,2014ApJ...794..143B,       L1 ,2008AJ....136.1290R,     L1.5 ,2016A&A...589A..49S,13.249,0.032,14.157,0.032,12.737,0.033,12.435,0.023,12.23,0.023,11.97,0.222,339.0
424,-30.881400546,  2MASS 13411160-3052505 ,2008AJ....136.1290R,0.21,19.535999999999998,-99999.0,-99999.0,19.072,0.027000000000000003,20.649,0.158,16.723,0.009000000000000001,17.688,0.013000000000000001,-99999.0,               ... ,-99999.0,      SB; ,2014ApJ...794..143B,36.56,0.78,-99999.0,-99999.0,-99999.0,-99999.0,286.8,1.7,19.544,0.006999999999999999,-99999.0,-99999.0,-99999.0,-99999.0,-160.21,0.88,5.61,1.1,205.298438681, J1341-3052 ,6174885824468076160,    L2.5: ,2014ApJ...794..143B,     L2:: ,2008AJ....136.1290R,      ... ,               ... ,13.725,0.033,14.607000000000001,0.033,13.081,0.026000000000000002,12.739,0.024,12.401,0.025,11.78,0.207,819.0
431,3.8969195930000002,  2MASS 13484591+0353545 ,2008AJ....136.1290R,0.14,19.355999999999998,-99999.0,-99999.0,18.979,0.013000000000000001,21.372,0.009000000000000001,16.615,0.02,17.576,0.002,-99999.0,               ... ,-99999.0,       ...,                ...,29.24,0.51,56.7,18.2,20.968000000000004,0.348,304.1,1.4,19.480999999999998,0.005,558.8,12.1,17.894000000000002,0.023,-372.41,0.6,184.97,0.92,207.192105999, J1348+0353 ,3665777200138942336,      ... ,               ... ,      L0: ,2008AJ....136.1290R,     L1.5 ,2016A&A...589A..49S,13.76,0.028999999999999998,14.628,0.027999999999999997,13.229000000000001,0.039,12.899000000000001,0.024,12.649000000000001,0.025,11.777000000000001,0.223,668.0
439,-40.585106628000005,  2MASS 13595510-4034582 ,2008AJ....136.1290R,0.29,19.023,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,64.2,2012ApJ...752...56F,5.5,       ...,                ...,47.51,0.27,81.8,17.0,20.569000000000003,0.225,800.7,1.8,18.43,0.002,1614.8,22.7,16.742,0.015,-507.64,0.46,26.59,0.61,209.97979187099997, J1359-4034 ,6111126966247119232,      L3: ,2014ApJ...794..143B,       L1 ,2008AJ....136.1290R,      ... ,               ... ,13.034,0.027999999999999997,13.645,0.026000000000000002,12.565999999999999,0.028999999999999998,12.207,0.023,11.912,0.022000000000000002,11.35,0.127,785.0
441,6.813403233,ULAS J140222.38+064848.2 ,2016A&A...589A..49S,0.01,18.628,22.164,0.027999999999999997,17.995,0.005,20.56,0.016,15.56,0.003,16.512999999999998,0.004,-99999.0,           -99999. ,-99999.0,       ...,                ...,26.27,0.49,49.5,11.3,21.116,0.247,749.0,3.1,18.502,0.004,1471.0,15.3,16.843,0.011000000000000001,22.65,0.61,57.16,0.82,210.59339568299998, J1402+0648 ,3672649761993527424,      ... ,               ... ,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,13.012,0.023,13.719000000000001,0.026000000000000002,12.508,0.027000000000000003,12.172,0.023,11.870999999999999,0.021,11.648,0.177,786.0
446,46.575546915,  2MASS 14044495+4634297 ,2007AJ....133..439C,0.1,19.024,22.006999999999998,0.255,18.622,0.01,21.094,0.021,16.214000000000002,0.006,17.180999999999997,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,25.1,0.4,39.3,7.8,21.366999999999997,0.217,409.9,1.3,19.157,0.004,845.9,9.0,17.444000000000003,0.012,134.49,0.6,-244.61,0.53,211.18572513900003, J1404+4634 ,1506265719566527488,     M9.5 ,2014ApJ...794..143B,      L0: ,2007AJ....133..439C,      ... ,               ... ,13.533,0.024,14.338,0.028999999999999998,13.057,0.03,12.445,0.023,12.198,0.022000000000000002,11.927,0.165,818.0
450,-33.965499259,  2MASS 14090310-3357565 ,2008ApJ...689.1295K,0.04,19.21,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,40.09,2016AJ....152...24W,0.54,       ...,                ...,41.54,0.6,73.6,21.9,20.684,0.324,429.9,1.8,19.105,0.004,844.4,14.0,17.445,0.018000000000000002,44.93,0.74,88.5,0.85,212.263423627, J1409-3357 ,6123776156029125760,     L1.5 ,2014ApJ...794..143B,       L2 ,2008ApJ...689.1295K,      ... ,               ... ,13.424000000000001,0.033,14.248,0.026000000000000002,12.865,0.028999999999999998,12.542,0.023,12.277000000000001,0.026000000000000002,11.856,0.226,141.0
462,-36.841812546,DENIS-P J142527.97-365023,2004A&A...416L..17K,0.27,18.635,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,86.45,2014AJ....147...94D,0.83,      MG; ,2015ApJ...798...73G,84.52,0.34,50.6,14.1,21.09,0.301,482.5,1.4,18.98,0.003,926.1,11.7,17.345,0.013999999999999999,-469.28,0.48,-283.86,0.61,216.365068625, J1425-3650 ,6118581861234228352,       L5 ,2004A&A...416L..17K,      L3: ,2008AJ....136.1290R,      ... ,               ... ,12.575,0.022000000000000002,13.747,0.027999999999999997,11.805,0.027000000000000003,11.040999999999999,0.023,10.575,0.021,10.019,0.047,576.0
463,59.392602253999996,  2MASS 14283132+5923354 ,2008AJ....136.1290R,0.11,19.991,-99999.0,-99999.0,19.635,0.013000000000000001,21.695,0.10400000000000001,16.987000000000002,0.008,18.045,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,45.41,0.49,53.2,9.8,21.035999999999998,0.19899999999999998,187.7,0.9,20.005,0.005,386.5,6.3,18.294,0.018000000000000002,-132.86,0.79,-203.03,1.39,217.12874747700002, J1428+5923 ,1611997094153823104,     L4.5 ,2014ApJ...794..143B,       L4 ,2008AJ....136.1290R,      ... ,               ... ,13.875,0.038,14.780999999999999,0.037000000000000005,13.265,0.027999999999999997,12.655,0.024,12.413,0.022000000000000002,11.729000000000001,0.158,628.0
464,33.174510874, SDSSJ142843.13+331036.8 ,2010AJ....139.1808S,0.45,16.725,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,           -99999. ,-99999.0,       ...,                ...,91.0,0.13,165.5,5.2,19.805,0.034,4201.3,2.2,16.63,0.001,7763.8,38.0,15.037,0.005,-710.11,0.19,-346.76,0.09,217.17832983099999, J1428+3310 ,1287312100751643776,      ... ,               ... ,       L0 ,2010AJ....139.1808S,   -99999.,           -99999. ,-99999.0,-99999.0,11.99,0.02,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,919.0
467,29.261885845,  2MASSI J1430435+291540 ,2003IAUS..211..197W,0.22,19.038,-99999.0,-99999.0,18.73,0.006999999999999999,21.073,0.03,16.32,0.004,17.302,0.006,-99999.0,               ... ,-99999.0,      UR; ,2003AJ....126.1526B,30.65,0.49,28.7,4.9,21.708000000000002,0.185,381.2,1.5,19.235,0.004,756.1,6.4,17.566,0.009000000000000001,133.02,0.89,-201.53,0.69,217.680557828, J1430+2915 ,1284172681516099072,     L0.5 ,2003IAUS..211..197W,       L2 ,2003AJ....126.2421C,      ... ,               ... ,13.439,0.027000000000000003,14.273,0.027999999999999997,12.770999999999999,0.025,12.322000000000001,0.022000000000000002,12.025,0.022000000000000002,11.343,0.11699999999999999,155.0
468,14.614623317000001,  2MASS 14313097+1436539 ,2009AJ....137..304S,0.2,20.368,-99999.0,-99999.0,19.6,0.02,21.695999999999998,0.17,17.016,0.006,17.964000000000002,0.015,-99999.0,               ... ,-99999.0,       ...,                ...,22.98,0.95,34.0,6.2,21.524,0.19899999999999998,191.0,1.5,19.986,0.009000000000000001,370.2,12.9,18.340999999999998,0.038,-73.6,1.41,-430.42,1.29,217.87695051900002, J1431+1436 ,1228220944254775680,L3.5 p(blu,2009AJ....137..304S,       L2 ,2009A&A...497..619Z,      ... ,               ... ,14.501,0.048,15.151,0.040999999999999995,14.125,0.062,13.719000000000001,0.025,13.427,0.028999999999999998,12.823,0.436,665.0
